upm,particion
0002270,train
0002271,train
0002272,train
0002273,train
0002274,test
0002275,test
0002276,train
0002277,validation
0002278,train
0002279,train
0002280,validation
0002281,train
0002282,train
0002283,train
0002284,train
0002285,train
0002286,train
0002287,train
0002288,train
0002289,train
0002290,test
0002291,train
0002292,test
0002293,train
0002294,validation
0002295,test
0002296,train
0002297,train
0002298,validation
0002299,train
0002300,train
0002301,train
0002302,validation
0002303,validation
0002304,train
0002305,test
0002306,train
0002307,train
0002308,test
0002309,validation
0002310,train
0002311,train
0002312,train
0002313,train
0002314,test
0002315,train
0002316,validation
0002317,train
0002318,train
0002319,train
0002320,train
0002321,test
0002322,train
0002323,test
0002324,test
0002325,train
0002326,train
0002327,validation
0002328,train
0002329,test
0002330,train
0002331,train
0002332,test
0002333,validation
0002334,train
0002335,validation
0002336,train
0002337,train
0002338,validation
0002339,test
0002340,train
0002341,test
0002342,train
0002343,validation
0002344,test
0002345,train
0002346,train
0002347,train
0002348,test
0002349,train
0002350,train
0002351,train
0002352,test
0002353,train
0002354,train
0002355,train
0002356,validation
0002357,train
0002358,train
0002359,train
0002360,train
0002361,test
0002362,train
0002363,train
0002364,test
0002365,train
0002366,validation
0002367,train
0002368,train
0002369,train
0002370,train
0002371,train
0002372,validation
0002373,train
0002374,train
0002375,validation
0002376,train
0002377,train
0002378,train
0002379,test
0002380,train
0002381,test
0002382,train
0002383,train
0002384,train
0002385,validation
0002386,train
0002387,train
0002388,train
0002389,train
0002390,train
0002391,train
0002392,test
0002393,test
0002394,train
0002395,test
0002396,test
0002397,train
0002398,train
0002399,validation
0002400,train
0002401,train
0002402,validation
0002403,validation
0002404,train
0002405,train
0002406,train
0002407,train
0002408,train
0002409,test
0002410,test
0002411,test
0002412,train
0002413,validation
0002414,train
0002415,validation
0002416,test
0002417,train
0002418,train
0002419,train
0002420,train
0002421,test
0002422,train
0002423,validation
0002424,train
0002425,train
0002426,train
0002427,train
0002428,train
0002429,train
0002430,validation
0002431,train
0002432,train
0002433,train
0002434,validation
0002435,train
0002436,train
0002437,train
0002438,train
0002439,train
0002440,train
0002441,train
0002442,train
0002443,validation
0002444,train
0002445,train
0002446,validation
0002447,train
0002448,train
0002449,train
0002450,train
0002451,test
0002452,validation
0002453,train
0002454,train
0002455,validation
0002456,test
0002457,test
0002458,train
0002459,test
0002460,train
0002461,test
0002462,test
0002463,train
0002464,train
0002465,train
0002466,validation
0002467,train
0002468,test
0002469,test
0002470,train
0002471,train
0002472,train
0002473,train
0002474,test
0002475,train
0002476,validation
0002477,test
0002478,test
0002479,train
0002480,train
0002481,validation
0002482,test
0002483,train
0002484,train
0002485,train
0002486,train
0002487,test
0002488,train
0002489,test
0002490,train
0002491,test
0002492,train
0002493,train
0002494,train
0002495,train
0002496,test
0002497,validation
0002498,train
0002499,test
0002500,train
0002501,validation
0002502,test
0002503,train
0002504,train
0002505,train
0002506,train
0002507,train
0002508,train
0002509,validation
0002510,train
0002511,test
0002512,train
0002513,train
0002514,validation
0002515,train
0002516,validation
0002517,test
0002518,test
0002519,test
0002520,test
0002521,test
0002522,train
0002523,test
0002524,train
0002525,train
0002526,test
0002527,test
0002528,train
0002529,train
0002530,train
0002531,train
0002532,train
0002533,train
0002534,validation
0002535,test
0002536,train
0002537,train
0002538,test
0002539,train
0002540,validation
0002541,train
0002542,train
0002543,train
0002544,train
0002545,train
0002546,train
0002547,validation
0002548,test
0002550,train
0002551,train
0002552,train
0002553,train
0002554,train
0002555,train
0002556,validation
0002557,train
0002558,train
0002559,train
0002560,train
0002561,train
0002562,train
0002563,train
0002564,train
0002565,train
0002566,train
0002567,train
0002568,train
0002569,test
0002570,train
0002571,train
0002572,train
0002573,train
0002574,train
0002575,train
0002576,train
0002577,train
0002578,train
0002579,test
0002580,train
0002581,train
0002582,train
0002583,validation
0002584,train
0002585,train
0002586,train
0002587,test
0002588,train
0002589,train
0002590,validation
0002591,test
0002592,train
0002593,test
0002594,train
0002595,train
0002596,train
0002597,train
0002598,train
0002599,train
0002600,test
0002601,train
0002602,train
0002603,train
0002604,train
0002605,train
0002606,train
0002607,test
0002608,train
0002609,train
0002610,validation
0002611,train
0002612,train
0002613,train
0002614,test
0002615,validation
0002616,test
0002617,validation
0002618,test
0002619,test
0002620,test
0002621,train
0002622,train
0002623,train
0002624,test
0002625,test
0002626,train
0002627,train
0002628,validation
0002629,train
0002630,test
0002631,test
0002632,test
0002633,train
0002634,test
0002635,train
0002636,validation
0002637,train
0002638,train
0002639,train
0002640,train
0002641,train
0002642,train
0002643,test
0002644,train
0002645,train
0002646,train
0002647,train
0002648,train
0002649,validation
0002650,validation
0002651,train
0002652,train
0002653,test
0002654,validation
0002655,validation
0002656,train
0002657,train
0002658,train
0002659,train
0002660,train
0002661,train
0002662,train
0002663,train
0002664,validation
0002665,train
0002666,train
0002667,validation
0002668,train
0002669,test
0002670,train
0002671,train
0002672,validation
0002673,validation
0002674,validation
0002675,train
0002676,train
0002677,train
0002678,test
0002679,train
0002680,validation
0002681,train
0002682,train
0002683,test
0002684,train
0002685,test
0002686,validation
0002687,train
0002688,train
0002689,test
0002690,train
0002691,train
0002692,train
0002693,train
0002694,validation
0002695,train
0002696,train
0002697,test
0002698,train
0002699,train
0002700,train
0002701,train
0002702,train
0002703,validation
0002704,train
0002705,train
0002706,test
0002707,train
0002708,train
0002709,train
0002710,train
0002711,validation
0002712,train
0002713,validation
0002714,train
0002715,train
0002716,train
0002717,train
0002718,train
0002719,train
0002720,train
0002721,train
0002722,train
0002723,train
0002724,train
0002725,train
0002726,train
0002727,train
0002728,validation
0002729,test
0002730,train
0002731,validation
0002732,validation
0002733,train
0002734,train
0002735,train
0002736,train
0002737,test
0002738,train
0002739,train
0002740,train
0002741,train
0002742,test
0002743,train
0002744,train
0002745,train
0002746,train
0002747,test
0002748,train
0002749,train
0002750,validation
0002751,train
0002752,validation
0002753,test
0002754,train
0002755,train
0002756,train
0002757,train
0002758,test
0002759,test
0002760,train
0002761,train
0002762,validation
0002763,train
0002764,train
0002765,train
0002766,train
0002767,test
0002768,train
0002769,train
0002770,validation
0002771,test
0002772,train
0002773,train
0002774,test
0002775,train
0002776,test
0002777,train
0002778,train
0002779,validation
0002780,train
0002781,validation
0002782,train
0002783,train
0002784,validation
0002785,validation
0002786,train
0002787,train
0002788,train
0002789,train
0002790,train
0002791,validation
0002792,train
0002793,train
0002794,train
0002795,train
0002796,test
0002797,train
0002798,train
0002799,train
0002800,train
0002801,train
0002802,train
0002803,train
0002804,validation
0002805,validation
0002806,train
0002807,train
0002808,validation
0002809,train
0002810,validation
0002811,validation
0002812,test
0002813,train
0002814,train
0002815,train
0002816,train
0002817,train
0002818,test
0002819,train
0002820,test
0002821,test
0002822,train
0002823,test
0002824,train
0002825,train
0002826,train
0002827,validation
0002828,train
0002829,train
0002830,train
0002831,test
0002832,train
0002833,train
0002834,train
0002835,train
0002836,train
0002837,validation
0002838,validation
0002839,train
0002840,validation
0002841,test
0002842,validation
0002843,train
0002844,train
0002845,test
0002846,train
0002847,validation
0002848,train
0002849,train
0002850,train
0002851,test
0002852,test
0002853,train
0002854,train
0002855,train
0002856,validation
0002857,validation
0002858,train
0002859,train
0002860,validation
0002861,train
0002862,train
0002863,train
0002864,test
0002865,train
0002866,train
0002867,test
0002868,train
0002869,train
0002870,train
0002871,train
0002872,validation
0002873,train
0002874,validation
0002875,test
0002876,validation
0002877,train
0002878,train
0002879,test
0002880,train
0002881,train
0002882,train
0002883,train
0002884,train
0002885,validation
0002886,train
0002887,test
0002888,train
0002889,train
0002890,validation
0002891,train
0002892,train
0002893,validation
0002894,test
0002895,train
0002896,validation
0002897,train
0002898,train
0002899,train
0002900,train
0002901,train
0002902,train
0002903,train
0002904,test
0002905,test
0002906,train
0002907,train
0002908,test
0002909,train
0002910,train
0002911,train
0002912,test
0002913,test
0002914,train
0002915,train
0002916,train
0002917,validation
0002918,test
0002919,train
0002920,train
0002921,train
0002922,train
0002923,train
0002924,test
0002925,train
0002926,validation
0002927,train
0002928,train
0002929,train
0002930,train
0002931,train
0002932,train
0002933,train
0002934,train
0002935,train
0002936,validation
0002937,test
0002938,train
0002939,train
0002940,train
0002941,validation
0002942,train
0002943,train
0002944,train
0002945,train
0002946,train
0002947,train
0002948,train
0002949,train
0002950,train
0002951,train
0002952,train
0002953,test
0002954,train
0002955,train
0002956,train
0002957,validation
0002958,train
0002959,validation
0002960,train
0002961,test
0002962,test
0002963,train
0002964,train
0002965,test
0002966,train
0002967,train
0002968,train
0002969,train
0002970,train
0002971,train
0002972,train
0002973,train
0002974,train
0002975,test
0002976,validation
0002977,validation
0002978,train
0002979,test
0002980,validation
0002981,train
0002982,train
0002983,train
0002984,train
0002985,train
0002986,train
0002987,train
0002988,validation
0002989,test
0002990,train
0002991,train
0002992,train
0002993,train
0002994,validation
0002995,validation
0002996,test
0002997,train
0002998,validation
0002999,train
0003000,test
0003001,train
0003002,train
0003003,train
0003004,validation
0003005,train
0003006,train
0003007,test
0003008,test
0003009,train
0003010,train
0003011,train
0003012,train
0003013,train
0003014,validation
0003015,train
0003016,test
0003017,train
0003018,train
0003019,train
0003020,train
0003021,train
0003022,test
0003023,train
0003024,train
0003025,train
0003026,train
0003027,test
0003028,test
0003029,test
0003030,test
0003031,test
0003032,test
0003033,train
0003034,train
0003035,train
0003036,train
0003037,train
0003038,validation
0003039,train
0003040,train
0003041,validation
0003042,test
0003043,test
0003044,train
0003045,validation
0003046,train
0003047,train
0003048,test
0003049,train
0003050,test
0003051,train
0003052,test
0003053,validation
0003054,train
0003055,test
0003056,train
0003057,train
0003058,train
0003059,train
0003060,test
0003061,train
0003062,train
0003063,test
0003064,train
0003065,train
0003066,train
0003067,train
0003068,test
0003069,validation
0003070,test
0003071,train
0003072,train
0003073,train
0003074,train
0003075,test
0003076,train
0003077,validation
0003078,validation
0003079,train
0003080,train
0003081,train
0003082,test
0003083,train
0003084,train
0003085,test
0003086,train
0003087,test
0003088,train
0003089,validation
0003090,train
0003091,train
0003092,validation
0003093,train
0003094,validation
0003095,train
0003096,train
0003097,train
0003098,train
0003099,test
0003100,test
0003101,validation
0003102,train
0003103,validation
0003104,train
0003105,test
0003106,test
0003107,train
0003108,train
0003109,train
0003110,train
0003111,train
0003112,test
0003113,train
0003114,train
0003115,test
0003116,train
0003117,validation
0003118,train
0003119,train
0003120,train
0003121,train
0003122,train
0003123,test
0003124,train
0003125,train
0003126,train
0003127,train
0003128,test
0003129,train
0003130,test
0003131,test
0003132,test
0003133,train
0003134,train
0003135,test
0003136,test
0003137,train
0003138,test
0003139,train
0003140,train
0003141,train
0003142,train
0003143,train
0003144,train
0003145,train
0003146,train
0003147,validation
0003148,test
0003149,train
0003150,test
0003151,train
0003152,train
0003153,train
0003154,validation
0003155,validation
0003156,train
0003157,train
0003158,train
0003159,train
0003160,train
0003161,train
0003162,train
0003163,train
0003164,train
0003165,train
0003166,validation
0003167,train
0003168,train
0003169,train
0003170,train
0003171,test
0003172,train
0003173,train
0003174,test
0003175,train
0003176,train
0003177,validation
0003178,train
0003179,train
0003180,train
0003181,train
0003182,train
0003183,validation
0003184,train
0003185,train
0003186,test
0003187,train
0003188,train
0003189,test
0003190,validation
0003191,train
0003192,train
0003193,train
0003194,train
0003195,train
0003196,train
0003197,train
0003198,train
0003199,test
0003200,train
0003201,train
0003202,train
0003203,train
0003204,train
0003205,train
0003206,train
0003207,validation
0003208,validation
0003209,test
0003210,train
0003211,train
0003212,test
0003213,test
0003214,validation
0003215,test
0003216,train
0003217,train
0003218,train
0003219,train
0003220,train
0003221,validation
0003222,train
0003223,validation
0003224,train
0003225,train
0003226,validation
0003227,validation
0003228,train
0003229,train
0003230,validation
0003231,train
0003232,train
0003233,train
0003234,train
0003235,train
0003236,train
0003237,train
0003238,test
0003239,train
0003240,validation
0003241,train
0003242,train
0003243,train
0003244,validation
0003245,validation
0003246,train
0003247,validation
0003248,train
0003249,test
0003250,train
0003251,train
0003252,validation
0003253,train
0003254,validation
0003255,train
0003256,train
0003257,validation
0003258,train
0003259,test
0003260,train
0003261,train
0003262,train
0003263,train
0003264,train
0003265,train
0003266,train
0003267,validation
0003268,train
0003269,train
0003270,test
0003271,train
0003272,validation
0003273,train
0003274,train
0003275,train
0003276,train
0003277,test
0003278,train
0003279,test
0003280,train
0003281,train
0003282,train
0003283,train
0003284,test
0003285,train
0003286,test
0003287,test
0003288,validation
0003289,test
0003290,train
0003291,test
0003292,test
0003293,test
0003294,train
0003295,train
0003296,train
0003297,train
0003298,validation
0003299,train
0003300,test
0003301,train
0003302,validation
0003303,validation
0003304,test
0003305,train
0003306,train
0003307,validation
0003308,train
0003309,train
0003310,train
0003311,train
0003312,test
0003313,train
0003314,train
0003315,train
0003316,train
0003317,test
0003318,train
0003319,train
0003320,test
0003321,test
0003322,train
0003323,validation
0003324,test
0003325,test
0003326,validation
0003327,train
0003328,train
0003329,train
0003330,train
0003331,validation
0003332,validation
0003333,train
0003334,test
0003335,train
0003336,validation
0003337,train
0003338,test
0003339,train
0003340,validation
0003341,train
0003342,train
0003343,train
0003344,train
0003345,train
0003346,train
0003347,train
0003348,validation
0003349,test
0003350,validation
0003351,train
0003352,train
0003353,validation
0003354,test
0003355,validation
0003356,test
0003357,train
0003358,test
0003359,validation
0003360,test
0003361,train
0003362,train
0003363,train
0003364,train
0003365,train
0003366,validation
0003367,train
0003368,validation
0003369,train
0003370,train
0003371,train
0003372,train
0003373,train
0003374,test
0003375,test
0003376,train
0003377,validation
0003378,train
0003379,train
0003380,test
0003381,train
0003382,train
0003383,test
0003384,test
0003385,train
0003386,train
0003387,test
0003388,train
0003389,train
0003390,train
0003391,validation
0003392,test
0003393,train
0003394,validation
0003395,train
0003396,train
0003397,test
0003398,train
0003399,train
0003400,train
0003401,train
0003402,test
0003403,train
0003404,test
0003405,test
0003406,validation
0003407,train
0003408,train
0003409,train
0003410,train
0003411,train
0003412,train
0003413,train
0003414,train
0003415,train
0003416,test
0003417,train
0003418,test
0003419,train
0003420,train
0003421,train
0003422,train
0003423,train
0003424,train
0003425,train
0003426,train
0003427,test
0003428,train
0003429,test
0003430,train
0003431,train
0003432,validation
0003433,test
0003434,train
0003435,validation
0003436,validation
0003437,train
0003438,test
0003439,test
0003440,train
0003441,train
0003442,train
0003443,train
0003444,train
0003445,validation
0003446,train
0003447,validation
0003448,train
0003449,train
0003450,train
0003451,train
0003452,train
0003453,test
0003454,train
0003455,train
0003456,train
0003457,train
0003458,train
0003459,train
0003460,train
0003461,train
0003462,train
0003463,test
0003464,test
0003465,train
0003466,validation
0003467,train
0003468,test
0003469,test
0003470,test
0003471,train
0003472,test
0003473,train
0003474,train
0003475,train
0003476,train
0003477,train
0003478,train
0003479,train
0003480,train
0003481,train
0003482,train
0003483,train
0003484,train
0003485,train
0003486,train
0003487,train
0003488,train
0003489,validation
0003490,test
0003491,train
0003492,test
0003493,train
0003494,train
0003495,train
0003496,train
0003497,train
0003498,validation
0003499,train
0003500,test
0003501,train
0003502,test
0003503,train
0003504,train
0003505,train
0003506,test
0003507,train
0003508,train
0003509,train
0003510,train
0003511,train
0003512,train
0003513,test
0003514,test
0003515,train
0003516,validation
0003517,train
0003518,train
0003519,train
0003520,train
0003521,validation
0003522,train
0003523,train
0003524,train
0003525,test
0003526,train
0003527,train
0003528,validation
0003529,test
0003531,train
0003532,test
0003533,train
0003534,validation
0003535,train
0003536,train
0003537,train
0003538,validation
0003539,train
0003540,validation
0003541,test
0003542,train
0003543,train
0003544,test
0003545,train
0003546,train
0003547,test
0003548,test
0003549,test
0003550,validation
0003551,train
0003552,train
0003553,train
0003554,train
0003555,validation
0003556,test
0003557,train
0003558,train
0003559,train
0003560,train
0003561,test
0003562,train
0003563,validation
0003564,train
0003565,train
0003566,train
0003567,train
0003568,train
0003569,train
0003570,validation
0003571,train
0003572,test
0003573,validation
0003574,train
0003575,train
0003576,test
0003577,train
0003578,validation
0003579,test
0003580,validation
0003581,train
0003582,validation
0003583,train
0003584,train
0003585,train
0003586,train
0003587,train
0003588,train
0003589,validation
0003590,train
0003591,train
0003592,train
0003593,train
0003594,validation
0003595,train
0003596,train
0003597,train
0003598,train
0003599,train
0003600,train
0003601,test
0003602,train
0003603,validation
0003604,train
0003605,train
0003606,train
0003607,train
0003608,train
0003609,validation
0003610,train
0003611,train
0003612,train
0003613,train
0003614,train
0003615,test
0003616,train
0003617,train
0003618,train
0003619,train
0003620,train
0003621,test
0003622,train
0003623,test
0003624,train
0003625,train
0003626,test
0003627,train
0003628,validation
0003629,train
0003630,train
0003631,train
0003632,train
0003633,train
0003634,train
0003635,train
0003636,train
0003637,validation
0003638,test
0003639,validation
0003640,train
0003641,test
0003642,train
0003643,validation
0003644,validation
0003645,train
0003646,train
0003647,train
0003648,train
0003649,train
0003650,train
0003651,validation
0003652,test
0003653,test
0003654,train
0003655,test
0003656,train
0003657,test
0003658,validation
0003659,train
0003660,train
0003661,train
0003662,test
0003663,train
0003664,train
0003665,train
0003666,test
0003667,validation
0003668,train
0003669,validation
0003670,train
0003671,validation
0003672,test
0003673,train
0003674,test
0003675,validation
0003676,train
0003677,train
0003678,validation
0003679,test
0003680,train
0003681,train
0003682,train
0003683,test
0003684,train
0003685,test
0003686,test
0003687,train
0003688,validation
0003689,validation
0003690,train
0003691,test
0003692,validation
0003693,train
0003694,test
0003695,train
0003696,train
0003697,train
0003698,test
0003699,test
0003700,train
0003701,validation
0003702,train
0003703,train
0003704,validation
0003705,train
0003706,validation
0003707,train
0003708,validation
0003709,test
0003710,test
0003711,train
0003712,test
0003713,test
0003714,test
0003715,train
0003716,test
0003717,train
0003718,train
0003719,train
0003720,train
0003721,train
0003722,train
0003723,test
0003724,train
0003725,train
0003726,train
0003727,train
0003728,train
0003729,train
0003730,test
0003731,train
0003732,train
0003733,train
0003734,test
0003735,train
0003736,train
0003737,train
0003738,validation
0003739,validation
0003740,train
0003741,train
0003742,validation
0003743,validation
0003744,train
0003745,train
0003746,validation
0003747,train
0003748,validation
0003749,validation
0003750,train
0003751,train
0003752,test
0003753,train
0003754,validation
0003755,test
0003756,train
0003757,train
0003758,train
0003759,test
0003760,train
0003761,test
0003762,train
0003763,validation
0003764,train
0003765,train
0003766,train
0003767,test
0003768,train
0003769,validation
0003770,validation
0003771,train
0003772,train
0003773,train
0003774,train
0003775,train
0003776,train
0003777,validation
0003778,train
0003779,test
0003780,validation
0003781,train
0003782,test
0003783,test
0003784,train
0003785,train
0003786,train
0003787,validation
0003788,test
0003789,train
0003790,test
0003791,test
0003792,validation
0003793,test
0003794,train
0003795,train
0003796,test
0003797,train
0003798,train
0003799,validation
0003800,test
0003801,train
0003802,train
0003803,train
0003804,validation
0003805,test
0003806,validation
0003807,validation
0003808,train
0003809,validation
0003810,train
0003811,validation
0003812,validation
0003813,train
0003814,train
0003815,validation
0003816,train
0003817,validation
0003818,train
0003819,test
0003820,train
0003821,train
0003822,train
0003823,validation
0003824,train
0003825,test
0003826,train
0003827,train
0003828,train
0003829,train
0003830,train
0003831,train
0003832,train
0003833,test
0003834,train
0003835,train
0003836,validation
0003837,train
0003838,train
0003839,test
0003840,train
0003841,train
0003842,train
0003843,train
0003844,test
0003845,validation
0003846,train
0003847,validation
0003848,train
0003849,train
0003850,train
0003851,train
0003852,train
0003853,train
0003854,train
0003855,train
0003856,train
0003857,validation
0003858,test
0003859,train
0003860,validation
0003861,test
0003862,train
0003863,test
0003864,train
0003865,validation
0003866,test
0003867,train
0003868,train
0003869,validation
0003870,train
0003871,train
0003872,train
0003873,validation
0003874,train
0003875,test
0003876,train
0003877,validation
0003878,validation
0003879,test
0003880,validation
0003881,train
0003882,train
0003883,train
0003884,train
0003885,train
0003886,validation
0003887,test
0003888,train
0003889,test
0003890,train
0003891,test
0003892,train
0003893,train
0003894,train
0003895,test
0003896,train
0003897,test
0003898,train
0003899,validation
0003900,train
0003901,test
0003902,validation
0003903,train
0003904,train
0003905,validation
0003906,train
0003907,train
0003908,train
0003909,train
0003910,validation
0003911,train
0003912,validation
0003913,train
0003914,train
0003915,train
0003916,test
0003917,train
0003918,test
0003919,train
0003920,test
0003921,validation
0003922,train
0003923,train
0003924,validation
0003925,train
0003926,train
0003927,validation
0003928,train
0003929,train
0003930,validation
0003931,train
0003932,validation
0003933,train
0003934,train
0003935,validation
0003936,train
0003937,test
0003938,train
0003939,test
0003940,test
0003941,train
0003942,train
0003943,test
0003944,train
0003945,validation
0003946,train
0003947,test
0003948,test
0003949,train
0003950,test
0003951,test
0003952,test
0003953,train
0003954,train
0003955,test
0003956,train
0003957,validation
0003958,test
0003959,validation
0003960,train
0003961,train
0003962,train
0003963,train
0003964,train
0003965,train
0003966,train
0003967,train
0003968,train
0003969,train
0003970,test
0003971,train
0003972,train
0003973,train
0003974,train
0003975,validation
0003976,train
0003977,test
0003978,train
0003979,test
0003980,validation
0003981,validation
0003982,train
0003983,validation
0003984,train
0003985,train
0003986,train
0003987,train
0003988,train
0003989,train
0003990,train
0003991,train
0003992,train
0003993,train
0003994,train
0003995,test
0003996,train
0003997,test
0003998,train
0003999,train
0004000,test
0004001,train
0004002,train
0004003,test
0004004,train
0004005,test
0004006,train
0004007,test
0004008,test
0004009,test
0004010,test
0004011,train
0004012,validation
0004013,train
0004014,train
0004015,validation
0004016,train
0004017,train
0004018,validation
0004019,train
0004020,train
0004021,train
0004022,train
0004023,train
0004024,train
0004025,train
0004026,train
0004027,train
0004028,train
0004029,test
0004030,test
0004031,train
0004032,test
0004033,train
0004034,test
0004035,test
0004036,test
0004037,test
0004038,test
0004039,train
0004040,train
0004041,test
0004042,train
0004043,train
0004044,train
0004045,train
0004046,test
0004047,train
0004048,train
0004049,train
0004050,validation
0004051,train
0004052,test
0004053,train
0004054,test
0004055,test
0004056,validation
0004057,train
0004058,train
0004059,test
0004060,train
0004061,test
0004062,train
0004063,train
0004064,validation
0004065,validation
0004066,test
0004067,train
0004068,train
0004069,train
0004070,test
0004071,test
0004072,train
0004073,train
0004074,train
0004075,train
0004076,train
0004077,test
0004078,train
0004079,train
0004080,test
0004081,train
0004082,test
0004083,test
0004084,train
0004085,train
0004086,train
0004087,test
0004088,validation
0004089,train
0004090,test
0004091,train
0004092,validation
0004093,train
0004094,validation
0004095,train
0004096,train
0004097,test
0004098,test
0004099,train
0004100,test
0004101,train
0004102,train
0004103,test
0004104,train
0004105,train
0004106,train
0004107,train
0004108,test
0004109,train
0004110,test
0004111,train
0004112,train
0004113,train
0004114,validation
0004115,train
0004116,train
0004117,test
0004118,train
0004119,train
0004120,train
0004121,test
0004122,train
0004123,train
0004124,train
0004125,train
0004126,validation
0004127,train
0004128,train
0004129,test
0004130,train
0004131,train
0004132,train
0004133,train
0004134,train
0004135,test
0004136,train
0004137,train
0004138,test
0004139,validation
0004140,train
0004141,train
0004142,train
0004143,test
0004144,validation
0004145,train
0004146,train
0004147,train
0004148,validation
0004149,train
0004150,validation
0004151,train
0004152,train
0004153,validation
0004154,test
0004155,test
0004156,train
0004157,train
0004158,train
0004159,validation
0004160,train
0004161,train
0004162,train
0004163,train
0004164,train
0004165,train
0004166,train
0004167,test
0004168,train
0004169,train
0004170,train
0004171,train
0004172,train
0004173,train
0004174,train
0004175,train
0004176,test
0004177,validation
0004178,train
0004179,train
0004180,train
0004181,train
0004182,test
0004183,validation
0004184,train
0004185,train
0004186,train
0004187,test
0004188,validation
0004189,train
0004190,test
0004191,train
0004192,train
0004193,train
0004194,train
0004195,train
0004196,train
0004197,test
0004198,validation
0004199,test
0004200,test
0004201,train
0004202,test
0004203,train
0004204,validation
0004205,train
0004206,train
0004207,test
0004208,test
0004209,validation
0004210,train
0004211,test
0004212,validation
0004213,validation
0004214,train
0004215,train
0004216,test
0004217,train
0004218,train
0004219,train
0004220,train
0004221,validation
0004222,train
0004223,train
0004224,train
0004225,train
0004226,validation
0004227,train
0004228,train
0004229,train
0004230,test
0004231,train
0004232,test
0004233,train
0004234,test
0004235,train
0004236,train
0004237,validation
0004238,train
0004239,train
0004240,train
0004241,validation
0004242,train
0004243,test
0004244,test
0004245,train
0004246,train
0004247,train
0004248,train
0004249,train
0004250,train
0004251,test
0004252,test
0004253,train
0004255,train
0004256,train
0004257,test
0004258,train
0004259,train
0004260,test
0004261,test
0004262,validation
0004263,train
0004264,validation
0004265,train
0004266,train
0004267,train
0004268,train
0004269,test
0004270,train
0004271,test
0004272,test
0004273,train
0004274,train
0004275,validation
0004276,test
0004277,train
0004278,test
0004279,train
0004280,test
0004281,train
0004282,validation
0004283,train
0004284,test
0004285,train
0004286,train
0004287,test
0004288,train
0004289,train
0004290,train
0004291,test
0004292,train
0004293,train
0004294,train
0004295,train
0004296,train
0004297,train
0004298,validation
0004299,test
0004300,train
0004301,train
0004302,train
0004303,train
0004304,train
0004305,validation
0004306,train
0004307,train
0004308,train
0004309,train
0004310,train
0004311,train
0004312,train
0004313,train
0004314,train
0004315,train
0004316,test
0004317,train
0004318,train
0004319,train
0004320,test
0004321,train
0004322,test
0004323,train
0004324,train
0004325,train
0004326,train
0004327,train
0004328,train
0004329,train
0004330,train
0004331,train
0004332,train
0004333,train
0004334,train
0004335,test
0004336,test
0004337,validation
0004338,train
0004339,test
0004340,validation
0004341,train
0004342,test
0004343,test
0004344,train
0004345,test
0004346,train
0004347,train
0004348,train
0004349,test
0004350,train
0004351,train
0004352,test
0004353,train
0004354,test
0004355,train
0004356,validation
0004357,train
0004358,validation
0004359,train
0004360,test
0004361,test
0004362,train
0004363,train
0004364,train
0004365,train
0004366,test
0004367,train
0004368,train
0004369,validation
0004370,validation
0004371,train
0004372,train
0004373,test
0004374,test
0004375,validation
0004376,train
0004377,train
0004378,train
0004379,test
0004380,train
0004381,train
0004382,train
0004383,train
0004384,test
0004385,train
0004386,test
0004387,train
0004388,train
0004389,test
0004390,train
0004391,train
0004392,train
0004393,train
0004394,train
0004395,train
0004396,train
0004397,train
0004398,train
0004399,train
0004400,train
0004401,train
0004402,test
0004403,validation
0004404,test
0004405,test
0004406,validation
0004407,train
0004408,train
0004409,train
0004410,test
0004411,train
0004412,train
0004413,train
0004414,train
0004415,train
0004416,train
0004417,train
0004418,test
0004419,train
0004420,train
0004421,train
0004422,test
0004423,train
0004424,train
0004425,train
0004426,train
0004427,train
0004428,validation
0004429,train
0004430,train
0004431,train
0004432,validation
0004433,validation
0004434,train
0004435,test
0004436,train
0004437,validation
0004438,train
0004439,train
0004440,validation
0004441,train
0004442,train
0004443,test
0004444,validation
0004445,validation
0004446,train
0004447,train
0004448,validation
0004449,train
0004450,validation
0004451,train
0004452,train
0004453,train
0004454,validation
0004455,test
0004456,train
0004457,train
0004458,train
0004459,train
0004460,train
0004461,train
0004462,train
0004463,train
0004464,train
0004465,train
0004466,test
0004467,train
0004468,train
0004469,train
0004470,train
0004471,test
0004472,train
0004473,train
0004474,train
0004475,train
0004476,train
0004477,train
0004478,train
0004479,validation
0004480,train
0004481,test
0004482,train
0004483,train
0004484,train
0004485,train
0004486,train
0004487,train
0004488,train
0004489,train
0004490,train
0004491,test
0004492,train
0004493,test
0004494,validation
0004495,train
0004496,train
0004497,train
0004498,train
0004499,train
0004500,train
0004501,validation
0004502,validation
0004503,train
0004504,validation
0004505,validation
0004506,train
0004507,train
0004508,train
0004509,train
0004510,train
0004511,test
0004512,test
0004513,train
0004514,train
0004515,train
0004516,train
0004517,train
0004518,test
0004519,train
0004520,train
0004521,train
0004522,train
0004523,train
0004524,train
0004525,test
0004526,train
0004527,train
0004528,train
0004529,train
0004530,train
0004531,validation
0004532,test
0004533,validation
0004534,validation
0004535,train
0004536,train
0004537,train
0004538,validation
0004539,test
0004540,train
0004541,train
0004542,validation
0004543,train
0004544,test
0004545,validation
0004546,train
0004547,test
0004548,test
